G1;G2;G3;G4;G5;G6;G7;G8;G9
КАРЕЛИЯ РЕСП;;ПЕТРОЗАВОДСК Г;;МАКСИМА ГОРЬКОГО (ЦЕНТР Р-Н) УЛ;25;;;12
КАРЕЛИЯ РЕСП;;ПЕТРОЗАВОДСК Г;;ЧКАЛОВА (ПЕРЕВАЛКА Р-Н) УЛ;47;;;10
КАРЕЛИЯ РЕСП;;ПЕТРОЗАВОДСК Г;;ПЕРВОМАЙСКИЙ (ПЕРВОМАЙСКИЙ Р-Н) ПР-КТ;9;;25;11
КАРЕЛИЯ РЕСП;;ПЕТРОЗАВОДСК Г;;ЛЕСНОЙ (ДРЕВЛЯНКА Р-Н) ПР-КТ;51;;;21
КАРЕЛИЯ РЕСП;;ПЕТРОЗАВОДСК Г;;ПРАВДЫ (ГОЛИКОВКА Р-Н) УЛ;28А;;;10
КАРЕЛИЯ РЕСП;;ПЕТРОЗАВОДСК Г;;ОНЕЖСКОЙ ФЛОТИЛИИ (КЛЮЧЕВАЯ Р-Н) УЛ;1;;;11
КАРЕЛИЯ РЕСП;БЕЛОМОРСКИЙ Р-Н;БЕЛОМОРСК Г;;ЛЕНИНСКАЯ УЛ;9;-;-;11
КАРЕЛИЯ РЕСП;СЕГЕЖСКИЙ Р-Н;СЕГЕЖА Г;;ЗАВОДСКАЯ УЛ;1;;;10
КОМИ РЕСП;;СЫКТЫВКАР Г;;БАБУШКИНА УЛ;31;;;13
КОМИ РЕСП;;СЫКТЫВКАР Г;;БАБУШКИНА УЛ;22;;;17
КОМИ РЕСП;;СЫКТЫВКАР Г;;САВИНА УЛ;81;;;12
КОМИ РЕСП;;СЫКТЫВКАР Г;;ГАРАЖНАЯ УЛ;1;;;12
КОМИ РЕСП;;СЫКТЫВКАР Г;;ЗАВОДСКАЯ УЛ;21;;;13
КОМИ РЕСП;;СЫКТЫВКАР Г;;ИНТЕРНАЦИОНАЛЬНАЯ УЛ;157;;;10
КОМИ РЕСП;;СЫКТЫВКАР Г;;ИНТЕРНАЦИОНАЛЬНАЯ УЛ;32;;;12
КОМИ РЕСП;;СЫКТЫВКАР Г;;КАРЛА МАРКСА УЛ;229;;;10
КОМИ РЕСП;;СЫКТЫВКАР Г;;КАРЛА МАРКСА УЛ;191;;;11
КОМИ РЕСП;;СЫКТЫВКАР Г;;КАРЛА МАРКСА УЛ;197;;;14
КОМИ РЕСП;;СЫКТЫВКАР Г;;КОЛХОЗНАЯ УЛ;40;А;;10
КОМИ РЕСП;;СЫКТЫВКАР Г;;КОММУНИСТИЧЕСКАЯ УЛ;48/2;;;11
КОМИ РЕСП;;СЫКТЫВКАР Г;;КОММУНИСТИЧЕСКАЯ УЛ;7;;;15
КОМИ РЕСП;;СЫКТЫВКАР Г;;КУРАТОВА УЛ;85;;;10
КОМИ РЕСП;;СЫКТЫВКАР Г;;КУРАТОВА УЛ;3;;;12
КОМИ РЕСП;;СЫКТЫВКАР Г;;ЛЕНИНА УЛ;73;;;10
КОМИ РЕСП;;СЫКТЫВКАР Г;;МОРОЗОВА УЛ;100;;;11
КОМИ РЕСП;;СЫКТЫВКАР Г;;МОРОЗОВА УЛ;104;;;13
КОМИ РЕСП;;СЫКТЫВКАР Г;;ОГОРОДНАЯ УЛ;6;;;19
КОМИ РЕСП;;СЫКТЫВКАР Г;;ОРДЖОНИКИДЗЕ УЛ;49;А;;11
КОМИ РЕСП;;СЫКТЫВКАР Г;;ПЕРВОМАЙСКАЯ УЛ;85;;;10
КОМИ РЕСП;;СЫКТЫВКАР Г;;ПЕРВОМАЙСКАЯ УЛ;9;;;11
КОМИ РЕСП;;СЫКТЫВКАР Г;;ПЕРВОМАЙСКАЯ УЛ;62;;;12
КОМИ РЕСП;;СЫКТЫВКАР Г;;ПЕРВОМАЙСКАЯ УЛ;92;;;14
КОМИ РЕСП;;СЫКТЫВКАР Г;;ПУШКИНА УЛ;30;1;;15
КОМИ РЕСП;;СЫКТЫВКАР Г;;СЫСОЛЬСКОЕ Ш;47;;;10
КОМИ РЕСП;;СЫКТЫВКАР Г;;СЫСОЛЬСКОЕ Ш;11;;;11
КОМИ РЕСП;;СЫКТЫВКАР Г;;СЫСОЛЬСКОЕ Ш;1/3;;;14
КОМИ РЕСП;;СЫКТЫВКАР Г;;СЫСОЛЬСКОЕ Ш;29;;;14
КОМИ РЕСП;;СЫКТЫВКАР Г;;ПОКРОВСКИЙ Б-Р;9;;;14
КОМИ РЕСП;;ВОРКУТА Г;;ПИЩЕВИКОВ Б-Р;24;-;-;11
КОМИ РЕСП;;УСИНСК Г;;ЛЕНИНА УЛ;13;;;10
КОМИ РЕСП;;УСИНСК Г;;НЕФТЯНИКОВ УЛ;28;;;10
КОМИ РЕСП;;УСИНСК Г;;НЕФТЯНИКОВ УЛ;38;;;17
КОМИ РЕСП;;УСИНСК Г;;ЗАВОДСКАЯ УЛ;5;;;10
КОМИ РЕСП;ПРИЛУЗСКИЙ Р-Н;;ОБЪЯЧЕВО С;МИРА УЛ;76;;;13
КОМИ РЕСП;СЫКТЫВДИНСКИЙ Р-Н;;ВЫЛЬГОРТ С;ДОМНЫ КАЛИКОВОЙ УЛ;62;;;10
МАРИЙ ЭЛ РЕСП;;ЙОШКАР-ОЛА Г;;ВАШСКАЯ УЛ;8;;19;10
МАРИЙ ЭЛ РЕСП;;ЙОШКАР-ОЛА Г;;КРЫЛОВА УЛ;53А;;;22
МАРИЙ ЭЛ РЕСП;;ЙОШКАР-ОЛА Г;;ЛОМОНОСОВА УЛ;2;;;15
МАРИЙ ЭЛ РЕСП;;ЙОШКАР-ОЛА Г;;МАШИНОСТРОИТЕЛЕЙ УЛ;109;;;10
МАРИЙ ЭЛ РЕСП;;ЙОШКАР-ОЛА Г;;ПРОЛЕТАРСКАЯ УЛ;39;;;11
МАРИЙ ЭЛ РЕСП;;ЙОШКАР-ОЛА Г;;ПРОХОРОВА УЛ;28;;;11
МАРИЙ ЭЛ РЕСП;;ЙОШКАР-ОЛА Г;;СТРОИТЕЛЕЙ УЛ;94;;;10
МАРИЙ ЭЛ РЕСП;;ЙОШКАР-ОЛА Г;;ЧЕХОВА УЛ;14;;;10
МАРИЙ ЭЛ РЕСП;;ВОЛЖСК Г;;ВОКЗАЛЬНЫЙ ПРОЕЗД;4;;;10
МОРДОВИЯ РЕСП;;САРАНСК Г;;Б.ХМЕЛЬНИЦКОГО УЛ;42 А;;;13
МОРДОВИЯ РЕСП;;САРАНСК Г;;КОММУНИСТИЧЕСКАЯ УЛ;33;3;;10
МОРДОВИЯ РЕСП;;САРАНСК Г;;ОСИПЕНКО УЛ;8;;;10
МОРДОВИЯ РЕСП;;САРАНСК Г;;ПРОЛЕТАРСКАЯ УЛ;39;;;16
МОРДОВИЯ РЕСП;;САРАНСК Г;;РУЗАЕВСКАЯ УЛ;36А;;;11
МОРДОВИЯ РЕСП;;САРАНСК Г;;СОВЕТСКАЯ УЛ;22;;;12
МОРДОВИЯ РЕСП;;САРАНСК Г;;СОВЕТСКАЯ УЛ;105А;;;23
МОРДОВИЯ РЕСП;;САРАНСК Г;;СТРОИТЕЛЬНАЯ УЛ;11"Б";;;10
МОРДОВИЯ РЕСП;;САРАНСК Г;;СТРОИТЕЛЬНАЯ УЛ;2;А;;10
МОРДОВИЯ РЕСП;;САРАНСК Г;;СТРОИТЕЛЬНАЯ УЛ;1;;;10
МОРДОВИЯ РЕСП;;САРАНСК Г;;ТИТОВА УЛ;4;;;11
МОРДОВИЯ РЕСП;;САРАНСК Г;;СЕВЕРО-ВОСТОЧНОЕ Ш;15;;;13
МОРДОВИЯ РЕСП;;САРАНСК Г;ЛУХОВКА РП;РАБОЧАЯ УЛ;19А;;;10
МОРДОВИЯ РЕСП;;РУЗАЕВКА Г;;ПИОНЕРСКАЯ УЛ;119;;;11
МОРДОВИЯ РЕСП;ИЧАЛКОВСКИЙ Р-Н;;КЕМЛЯ С;СОВЕТСКАЯ УЛ;62;;;11
МОРДОВИЯ РЕСП;ТЕМНИКОВСКИЙ Р-Н;ТЕМНИКОВ Г;;КИРОВА УЛ;26;;;13
САХА /ЯКУТИЯ/ РЕСП;;ЯКУТСК Г;;50 ЛЕТ СОВЕТСКОЙ АРМИИ УЛ;53;1;;12
САХА /ЯКУТИЯ/ РЕСП;;ЯКУТСК Г;;ДЗЕРЖИНСКОГО УЛ;72;1;;12
САХА /ЯКУТИЯ/ РЕСП;;ЯКУТСК Г;;КИРОВА УЛ;18;В;900;11
САХА /ЯКУТИЯ/ РЕСП;;ЯКУТСК Г;;ЛЕРМОНТОВА УЛ;25;;;10
САХА /ЯКУТИЯ/ РЕСП;;ЯКУТСК Г;;ОЙУНСКОГО УЛ;4;;;10
САХА /ЯКУТИЯ/ РЕСП;;НЕРЮНГРИ Г;;ДРУЖБЫ НАРОДОВ ПР-КТ;21;;;10
САХА /ЯКУТИЯ/ РЕСП;АЛДАНСКИЙ У;АЛДАН Г;;ОКТЯБРЬСКАЯ УЛ;46;;;10
САХА /ЯКУТИЯ/ РЕСП;АНАБАРСКИЙ У;;САСКЫЛАХ С;ОКТЯБРЬСКАЯ УЛ;10;;;10
САХА /ЯКУТИЯ/ РЕСП;МЕГИНО-КАНГАЛАССКИЙ У;;НИЖНИЙ БЕСТЯХ П;ЛЕНИНА УЛ;36;2;;10
САХА /ЯКУТИЯ/ РЕСП;ОЛЕКМИНСКИЙ У;ОЛЕКМИНСК Г;;МОЛОДЕЖНАЯ УЛ;10;;;13
САХА /ЯКУТИЯ/ РЕСП;ТОМПОНСКИЙ У;;ХАНДЫГА П;Е.Д.КЫЧКИНА УЛ;1;;;10
САХА /ЯКУТИЯ/ РЕСП;УСТЬ-АЛДАНСКИЙ У;;БОРОГОНЦЫ С;ЛЕНИНА УЛ;31;;;13
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП;;ВЛАДИКАВКАЗ Г;;ГАДИЕВА УЛ;77;;;12
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП;;ВЛАДИКАВКАЗ Г;;ДИМИТРОВА УЛ;2;;;12
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП;;ВЛАДИКАВКАЗ Г;;КАЛИНИНА УЛ;2А;;;11
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП;;ВЛАДИКАВКАЗ Г;;ЛЕОНОВА УЛ;2;;;12
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП;;ВЛАДИКАВКАЗ Г;;МИРА ПР-КТ;1;;;11
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП;;ВЛАДИКАВКАЗ Г;;СТАНИСЛАВСКОГО ПЕР;5;;412;11
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП;;ВЛАДИКАВКАЗ Г;;ТЕЛЬМАНА УЛ;72;;;11
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП;;ВЛАДИКАВКАЗ Г;;ФРУНЗЕ УЛ;24;;;11
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП;АЛАГИРСКИЙ Р-Н;АЛАГИР Г;;С.КОДОЕВА УЛ;45;-;-;12
СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП;МОЗДОКСКИЙ Р-Н;МОЗДОК Г;;ЕРМОЛЕНКО УЛ;26;;;14
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;АДОРАТСКОГО УЛ;4;;2;10
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;БЕЛОМОРСКАЯ УЛ;69А;;;15
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ВИШНЕВСКОГО УЛ;26;;;10
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ВОЛКОВА УЛ;60/12;;;10
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ВОССТАНИЯ УЛ;100;;1;10
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ВОССТАНИЯ УЛ;100;;;31
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ВОСХОД УЛ;7;;;12
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ГВАРДЕЙСКАЯ УЛ;54;;;11
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ГВАРДЕЙСКАЯ УЛ;16Б;;;11
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;АКАДЕМИКА ГУБКИНА УЛ;50;;;10
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ДЕМЕНТЬЕВА УЛ;1;;;15
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ДЕМЕНТЬЕВА УЛ;2 В;;;20
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ДОСТОЕВСКОГО УЛ;40;;1015;10
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;НИКОЛАЯ ЕРШОВА УЛ;49В;1005;32;10
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;НИКОЛАЯ ЕРШОВА УЛ;1А;;;10
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;НИКОЛАЯ ЕРШОВА УЛ;28;А;;12
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;НИКОЛАЯ ЕРШОВА УЛ;7;;;13
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ЗАВОКЗАЛЬНАЯ УЛ;94;;;156
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;МОСКОВСКАЯ УЛ;13 А;;;11
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;МОСКОВСКАЯ УЛ;11;;;11
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;КОРОЛЕНКО УЛ;28;;;10
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;КРЕМЛЕВСКАЯ УЛ;18;;;14
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ЛЕБЕДЕВА УЛ;1;;;18
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ЛЕВО-БУЛАЧНАЯ УЛ;24;;;11
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ЛЕВО-БУЛАЧНАЯ УЛ;56;;;11
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;КАРЛА МАРКСА УЛ;5;;ОФИС 27;10
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;МАЯКОВСКОГО УЛ;4А;;31;13
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;4-Й МКР;7;;1 ПОМЕЩЕНИЕ 3Н ОФ.2;11
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ОРЕНБУРГСКИЙ ТРАКТ УЛ;20;ЛИТЕР Д;;13
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ОСТРОВСКОГО УЛ;67;;601;11
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ОСТРОВСКОГО УЛ;67;;;12
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ОСТРОВСКОГО УЛ;23;;;13
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ПАВЛЮХИНА УЛ;57;;;37
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ПРОТОЧНАЯ УЛ;8;;;10
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ПУШКИНА УЛ;17;;;10
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ПУШКИНА УЛ;18;;;20
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;РАХИМОВА УЛ;8;;;14
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;РОДИНЫ УЛ;7;;;15
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;САИД-ГАЛЕЕВА УЛ;6;;;11
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ПЕТЕРБУРГСКАЯ УЛ;50;;;10
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ПЕТЕРБУРГСКАЯ УЛ;64;;1044;11
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;СИБИРСКИЙ ТРАКТ УЛ;34;;;24
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;СКЛАДСКАЯ УЛ;7;;;15
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;СОЛДАТСКАЯ УЛ;8;;;13
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ВАСИЛЬЧЕНКО УЛ;1;;;13
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;СПАРТАКОВСКАЯ УЛ;6;;;19
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;СПАРТАКОВСКАЯ УЛ;2;;;21
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;НИКОЛАЯ СТОЛБОВА УЛ;2;;;10
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ТАБЕЙКИНА УЛ;19 А;;;10
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ТИХОРЕЦКАЯ УЛ;7;-;-;13
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ХЛЕБОЗАВОДСКАЯ УЛ;1;;;11
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ЧЕРНЫШЕВСКОГО УЛ;43/2;;;12
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ЧИСТОПОЛЬСКАЯ УЛ;20Б;;;10
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;2-Я ЮГО-ЗАПАДНАЯ УЛ;3;;5;13
ТАТАРСТАН РЕСП;;КАЗАНЬ Г;;ЯМАШЕВА ПР-КТ;36;;;11
ТАТАРСТАН РЕСП;;НАБЕРЕЖНЫЕ ЧЕЛНЫ Г;;МАШИНОСТРОИТЕЛЬНАЯ УЛ;ДОМ 91;;;14
ТАТАРСТАН РЕСП;АЗНАКАЕВСКИЙ Р-Н;;АКТЮБИНСКИЙ ПГТ;ГУБКИНА УЛ;38А;;;10
ТАТАРСТАН РЕСП;АЛЬМЕТЬЕВСКИЙ Р-Н;АЛЬМЕТЬЕВСК Г;;ЛЕНИНА УЛ;39;;;10
ТАТАРСТАН РЕСП;БАЛТАСИНСКИЙ Р-Н;;БАЛТАСИ ПГТ;ЛЕНИНА УЛ;42;;;10
ТАТАРСТАН РЕСП;БУГУЛЬМИНСКИЙ Р-Н;БУГУЛЬМА Г;;ГАЗИНУРА ГАФИАТУЛЛИНА УЛ;7;;;10
ТАТАРСТАН РЕСП;ВЕРХНЕУСЛОНСКИЙ Р-Н;;ВЕРХНИЙ УСЛОН С;ЧЕХОВА УЛ;70;;;11
ТАТАРСТАН РЕСП;ВЕРХНЕУСЛОНСКИЙ Р-Н;ИННОПОЛИС Г;;УНИВЕРСИТЕТСКАЯ УЛ;7;;60;10
ТАТАРСТАН РЕСП;ВЕРХНЕУСЛОНСКИЙ Р-Н;ИННОПОЛИС Г;;УНИВЕРСИТЕТСКАЯ УЛ;7;;68;11
ТАТАРСТАН РЕСП;ВЕРХНЕУСЛОНСКИЙ Р-Н;ИННОПОЛИС Г;;УНИВЕРСИТЕТСКАЯ УЛ;7;;703;11
ТАТАРСТАН РЕСП;ВЕРХНЕУСЛОНСКИЙ Р-Н;ИННОПОЛИС Г;;УНИВЕРСИТЕТСКАЯ УЛ;7;;216;14
ТАТАРСТАН РЕСП;ВЕРХНЕУСЛОНСКИЙ Р-Н;ИННОПОЛИС Г;;УНИВЕРСИТЕТСКАЯ УЛ;7;;223;17
ТАТАРСТАН РЕСП;ЕЛАБУЖСКИЙ Р-Н;;;Ш-2 (ОЭЗ АЛАБУГА ТЕР.) УЛ;;4/1;;10
ТАТАРСТАН РЕСП;ЗАИНСКИЙ Р-Н;ЗАИНСК Г;;КРУПСКОЙ УЛ;6;;;14
ТАТАРСТАН РЕСП;ЗАИНСКИЙ Р-Н;ЗАИНСК Г;;КАЗАНСКАЯ УЛ;14;-;-;10
ТАТАРСТАН РЕСП;ЗЕЛЕНОДОЛЬСКИЙ Р-Н;ЗЕЛЕНОДОЛЬСК Г;;ЛЕНИНА УЛ;41А;;;11
ТАТАРСТАН РЕСП;ЗЕЛЕНОДОЛЬСКИЙ Р-Н;ЗЕЛЕНОДОЛЬСК Г;;КАРЛА МАРКСА УЛ;48;;;11
ТАТАРСТАН РЕСП;КАЙБИЦКИЙ Р-Н;;БОЛЬШИЕ КАЙБИЦЫ С;СОЛНЕЧНЫЙ БУЛЬВАР УЛ;7;;;14
ТАТАРСТАН РЕСП;КУКМОРСКИЙ Р-Н;КУКМОР Г;;ЛЕНИНА УЛ;15;;;10
ТАТАРСТАН РЕСП;ЛЕНИНОГОРСКИЙ Р-Н;ЛЕНИНОГОРСК Г;;ЧАЙКОВСКОГО УЛ;45;1;;10
ТАТАРСТАН РЕСП;МЕНЗЕЛИНСКИЙ Р-Н;МЕНЗЕЛИНСК Г;;ЛЕНИНА УЛ;80;;;13
ТАТАРСТАН РЕСП;НИЖНЕКАМСКИЙ Р-Н;НИЖНЕКАМСК Г;;АХТУБИНСКАЯ УЛ;6;;;13
ТАТАРСТАН РЕСП;НУРЛАТСКИЙ Р-Н;НУРЛАТ Г;;СОВЕТСКАЯ УЛ;117;;;10
ТАТАРСТАН РЕСП;САБИНСКИЙ Р-Н;;БОГАТЫЕ САБЫ ПГТ;Г.ЗАКИРОВА УЛ;52;;;13
ТАТАРСТАН РЕСП;СПАССКИЙ Р-Н;БОЛГАР Г;;ПИОНЕРСКАЯ УЛ;19;;;11
ТЫВА РЕСП;;КЫЗЫЛ Г;;ЧУЛЬДУМА УЛ;18;;;12
ТЫВА РЕСП;;КЫЗЫЛ Г;;ЩЕТИНКИНА-КРАВЧЕНКО УЛ;46;;;10
УДМУРТСКАЯ РЕСП;;ИЖЕВСК Г;;АЗИНА УЛ;1;;;12
УДМУРТСКАЯ РЕСП;;ИЖЕВСК Г;;ВОТКИНСКОЕ Ш;170;;;10
УДМУРТСКАЯ РЕСП;;ИЖЕВСК Г;;МАКСИМА ГОРЬКОГО УЛ;73;;;13
УДМУРТСКАЯ РЕСП;;ИЖЕВСК Г;;КРАСНОАРМЕЙСКАЯ УЛ;105;;;10
УДМУРТСКАЯ РЕСП;;ИЖЕВСК Г;;ЛЕНИНА УЛ;23;;102;10
УДМУРТСКАЯ РЕСП;;ИЖЕВСК Г;;КАРЛА МАРКСА УЛ;1А;;;10
УДМУРТСКАЯ РЕСП;;ИЖЕВСК Г;;КАРЛА МАРКСА УЛ;130;;;14
УДМУРТСКАЯ РЕСП;;ИЖЕВСК Г;;МАЯКОВСКОГО УЛ;20;;;10
УДМУРТСКАЯ РЕСП;;ИЖЕВСК Г;;ОРДЖОНИКИДЗЕ УЛ;2;;;14
УДМУРТСКАЯ РЕСП;;ИЖЕВСК Г;;ОРДЖОНИКИДЗЕ УЛ;33А;;;19
УДМУРТСКАЯ РЕСП;;ИЖЕВСК Г;;ПАСТУХОВА УЛ;13;;;20
УДМУРТСКАЯ РЕСП;;ИЖЕВСК Г;;ПОЙМА УЛ;37;;;10
УДМУРТСКАЯ РЕСП;;ИЖЕВСК Г;;ТЕЛЕГИНА УЛ;30;;;22
УДМУРТСКАЯ РЕСП;;ИЖЕВСК Г;;УДМУРТСКАЯ УЛ;304;;;12
УДМУРТСКАЯ РЕСП;ЗАВЬЯЛОВСКИЙ Р-Н;;ЗАВЬЯЛОВО С;ЧКАЛОВА УЛ;38;;;13
УДМУРТСКАЯ РЕСП;САРАПУЛЬСКИЙ Р-Н;;СИГАЕВО С;ЛЕРМОНТОВА УЛ;30;;;15
УДМУРТСКАЯ РЕСП;СЕЛТИНСКИЙ Р-Н;;СЕЛТЫ С;ЮБИЛЕЙНАЯ УЛ;3;;;11
УДМУРТСКАЯ РЕСП;ЯКШУР-БОДЬИНСКИЙ Р-Н;;ЯКШУР-БОДЬЯ С;ПУШИНОЙ УЛ;69;;;11
ХАКАСИЯ РЕСП;;АБАКАН Г;;ЩЕТИНКИНА УЛ;18;;;10
ХАКАСИЯ РЕСП;;СОРСК Г;;КИРОВА УЛ;3;;;10
ХАКАСИЯ РЕСП;АСКИЗСКИЙ Р-Н;;АСКИЗ С;СУВОРОВА УЛ;2;;;12
ХАКАСИЯ РЕСП;БЕЙСКИЙ Р-Н;;БЕЯ С;ПЛОЩАДЬ СОВЕТОВ УЛ;;20;;10
ХАКАСИЯ РЕСП;БОГРАДСКИЙ Р-Н;;БОГРАД С;НОВАЯ УЛ;10;-;-;13
ХАКАСИЯ РЕСП;ОРДЖОНИКИДЗЕВСКИЙ Р-Н;;КОПЬЕВО П;КИРОВА УЛ;16;-----;-----;10
ХАКАСИЯ РЕСП;ШИРИНСКИЙ Р-Н;;ШИРА С;ОКТЯБРЬСКАЯ УЛ;79;;;11
ЧЕЧЕНСКАЯ РЕСП;;ГРОЗНЫЙ Г;;ДЕЛОВАЯ УЛ;19/65;;;10
ЧЕЧЕНСКАЯ РЕСП;;ГРОЗНЫЙ Г;;ГАРАЖНАЯ УЛ;2;;;12
ЧЕЧЕНСКАЯ РЕСП;;ГРОЗНЫЙ Г;;ГАРАЖНАЯ УЛ;10;;;13
ЧЕЧЕНСКАЯ РЕСП;;ГРОЗНЫЙ Г;;А.А.КАДЫРОВА ПР-КТ;3/25;;;10
ЧЕЧЕНСКАЯ РЕСП;;ГРОЗНЫЙ Г;;ХЕДИ КИШИЕВОЙ УЛ;5;;;11
ЧЕЧЕНСКАЯ РЕСП;;ГРОЗНЫЙ Г;;СТАРОПРОМЫСЛОВСКОЕ ШОССЕ УЛ;21 А;;;10
ЧЕЧЕНСКАЯ РЕСП;;ГРОЗНЫЙ Г;;ХАМЗАТА УСМАНОВИЧА ОРЗАМИЕВА УЛ;10;;;12
ЧЕЧЕНСКАЯ РЕСП;;ГРОЗНЫЙ Г;;ИМЕНИ ХУСЕЙНА АБУБАКАРОВИЧА ИСАЕВА ПР-КТ;36;;;13
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;ЧЕБОКСАРЫ Г;;ГАГАРИНА Ю. УЛ;36;;6;10
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;ЧЕБОКСАРЫ Г;;МИРА ПР-КТ;90;;;10
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;ЧЕБОКСАРЫ Г;;ТЕКСТИЛЬЩИКОВ УЛ;8;;;11
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;ЧЕБОКСАРЫ Г;;ХЕВЕШСКАЯ УЛ;1;А;;10
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;ЧЕБОКСАРЫ Г;;ШКОЛЬНЫЙ ПРОЕЗД;1;;;11
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;ЧЕБОКСАРЫ Г;;И.Я.ЯКОВЛЕВА ПР-КТ;3;;;11
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;ЧЕБОКСАРЫ Г;;И.Я.ЯКОВЛЕВА ПР-КТ;1;;;12
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;ЧЕБОКСАРЫ Г;;ЯРОСЛАВСКАЯ УЛ;72;;127;13
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;ЧЕБОКСАРЫ Г;;РЕЧНИКОВ ПЛ;5;;;11
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;АЛАТЫРЬ Г;;ПЕРВОМАЙСКАЯ УЛ;87;;;10
ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ;;НОВОЧЕБОКСАРСК Г;;10 ПЯТИЛЕТКИ УЛ;23;;;11
